1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Total
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,22,78,280,245,520,410,144,69,94,72,250,2204
African Union**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
North Yemen,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,14,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433
Norway,18,69,368,412,19,160,194,137,142,108,143,101,44,221,60,55,369,388,265,518,59,,,14,1,49,23,25,17,32,237,377,388,383,204,33,19,140,155,382,45,15,15,28,15,42,108,102,73,84,75,62,8,14,5,3,65,71,119,107,85,81,68,26,1,123,123,330,8222
Oman,,,,,,,,,,,,,,,,,2,,,,,1,,0,,34,,,,,,39,41,59,10,,27,,,,36,,,6,16,10,27,5,12,,,1,6,4,13,148,284,16,71,2,2,,38,35,468,,127,87,1626
Pakistan,36,,0,,53,135,155,242,168,323,42,69,88,198,81,16,6,,11,,,,0,31,95,51,24,24,200,46,194,36,93,254,479,549,134,97,79,608,55,28,25,26,25,25,188,135,25,8,11,15,44,24,74,171,109,395,303,146,1027,269,276,151,198,73,39,21,8503
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Panama,,,,,,,,,,,,,,,0,,,,0,3,2,18,2,14,,23,6,4,2,,,,5,6,0,7,,,2,,,,2,,,,0,6,,,,,,,,,,,,5,,,15,,,,,,123
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,5
Paraguay,5,,1,1,,0,,,,,8,,5,0,4,1,1,5,1,,0,1,1,0,,0,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,44
Peru,,,76,,111,26,42,89,30,37,68,96,14,20,6,33,43,4,3,3,23,3,19,46,47,213,188,44,43,39,58,23,,67,34,59,11,39,109,,,15,12,3,,,26,4,12,1,,1,14,22,47,25,22,,,2,5,2,5,8,,11,1,3,2003
Philippines,,2,1,32,2,36,42,45,24,24,51,45,11,4,2,97,86,41,15,26,9,90,52,110,12,105,237,137,145,46,63,10,3,111,39,23,,26,12,,11,13,42,45,43,4,2,14,31,,,9,5,3,20,12,13,13,10,0,,60,6,55,12,46,82,23,2388
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,122,8,138,14,5,11,346,850,481,87,41,16,16,,1,4,6,46,2193
Portugal,10,13,116,284,192,138,64,96,90,6,13,28,1,27,32,27,60,69,69,5,17,9,,,6,6,,94,119,2,12,44,136,,103,141,3,9,90,126,21,179,5,91,438,15,7,0,6,,2,18,,29,57,33,43,58,88,90,89,89,29,,1,,1,,3643
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,280,,150,280,,,385,595,496,2187
Regional Security System**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,14
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,44,14,3,1,,,,14,3,22,2,32,61,42,3,3,0,3,14,33,331
Rwanda,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Saint Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Saudi Arabia,,,6,1,2,16,9,50,36,6,17,12,22,,,48,141,171,164,,,,80,157,375,379,387,762,836,501,640,1310,1871,1630,588,350,1437,1009,152,172,1049,397,888,2017,884,888,1407,1724,2212,1512,3,33,89,117,324,153,172,150,248,244,358,397,394,607,1411,1759,1796,3425,37995
Senegal,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,2,6
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Singapore,,,,,,,,,,,,,,,,,,,,6,44,41,8,38,128,156,186,116,50,292,337,93,92,172,72,63,,207,524,236,188,40,9,82,12,16,63,448,604,194,531,61,212,51,366,534,34,11,28,760,717,482,456,670,24,75,624,116,10266
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,22,11,15,,,,,,0,,,,,,,,,,,,,1,,,,59
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,28,9,9,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,107
South Africa,,73,92,,,,10,,,1,,,5,166,5,5,15,1,1,0,,,20,20,,,14,,,,,,,,,,11,2,,,,,,,,,,9,,18,,,,,,,14,30,11,9,13,16,9,,,,,,569
South Korea,141,256,266,255,158,346,412,236,212,284,248,254,131,203,266,623,564,125,345,494,76,240,368,253,446,631,549,1176,364,1339,884,859,649,436,479,646,749,721,1132,1602,986,784,682,599,698,1732,1624,888,1182,1199,935,463,268,593,873,619,1359,1234,1121,209,1220,1490,979,107,346,188,614,456,42867
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,2
South Vietnam,,,,,0,6,45,8,15,20,41,111,165,131,80,143,182,253,270,553,640,955,2132,623,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6717
Spain,1,,,20,76,178,244,252,126,281,181,80,46,4,32,344,211,250,106,148,206,409,565,769,471,617,484,56,243,241,167,230,176,92,73,114,873,984,1715,575,573,79,158,244,678,219,267,133,21,219,166,70,220,186,164,5,81,22,18,50,7,40,116,64,40,28,2,10,15517
Sri Lanka,,,,,,,,,,,,,,,0,,,,,2,,3,2,,,,0,,,,0,,,,9,39,20,15,,,15,,,,,,,36,6,,10,,9,3,13,,,2,,,,10,,,,,,,193
Sudan,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,168,,,38,72,3,34,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,0,,,,,,3
Sweden,,7,15,,,,,,11,14,20,1,13,51,57,32,25,77,95,70,35,10,70,75,75,103,75,100,105,86,78,207,45,122,33,37,85,102,49,51,42,31,15,17,26,53,52,69,150,65,68,33,26,26,26,58,56,24,9,2,,150,185,16,1,2,9,5,3245
Switzerland,,,1,,,,0,2,,,,,,17,78,81,81,31,43,20,62,84,59,34,9,66,66,,209,209,264,285,125,242,213,150,,11,36,19,13,141,20,41,114,93,187,377,431,502,4,4,3,,18,,,2,1,2,30,16,5,2,1,1,61,31,4591
Syria,2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Syria rebels*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Taiwan,,98,304,383,300,590,256,352,721,979,428,108,137,320,347,464,321,473,295,568,580,347,245,329,366,340,480,802,784,546,478,681,690,619,323,538,658,111,193,196,226,511,399,1118,843,1308,815,2958,2241,1702,553,345,298,111,314,642,504,12,11,,37,138,424,549,1071,630,97,493,35095
Tanzania,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Thailand,22,85,57,42,23,34,10,90,15,10,28,57,111,103,83,89,109,151,56,132,213,227,199,233,88,32,31,46,279,46,206,264,37,88,108,109,107,217,361,181,208,282,32,135,208,154,449,386,36,45,25,13,146,126,37,17,5,,,4,1,50,21,54,32,27,46,27,6942
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,7
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
Trinidad and Tobago,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,6,,,,,,0,,,,,,,,,,,,,3,0,2,,,,,6,,,,12,12,,,,,,42
Tunisia,,,,,,,,,,,5,,,,,6,,,11,17,,,4,22,8,,10,,10,44,23,14,20,76,108,84,,56,17,48,,,8,,,18,23,25,18,10,,,83,1,,,2,,3,,7,7,,38,39,7,13,93,977
Turkey,104,124,317,508,397,254,198,473,514,624,579,312,241,542,681,369,234,369,291,540,239,501,608,722,724,843,231,196,739,749,185,231,141,74,93,274,144,827,522,617,856,917,1680,1929,1359,713,631,1160,1617,1130,520,138,448,232,129,272,5,25,49,21,11,333,1009,363,1109,320,201,94,33601
UAE,,,,,,,,,,,,,,,,,,,,,,0,1,5,7,56,,13,,,,101,,29,61,5,99,158,22,6,6,,,92,213,26,154,6,21,15,15,19,18,36,381,1260,996,472,677,394,153,863,923,1063,542,814,779,499,10998
Uganda,,,,,,,,,,,,,,,,,0,,,3,,3,17,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,16,57
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4
UNITA (Angola)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
United Kingdom,105,246,531,1586,507,185,126,74,539,543,29,23,25,126,87,105,161,1376,2246,2483,,111,155,162,162,161,75,124,133,142,430,758,703,243,588,272,163,121,142,95,75,831,1084,771,413,492,490,484,514,98,814,1253,381,439,171,15,109,302,419,270,311,201,390,331,191,373,217,698,27977
United Nations**,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,3,0,,,22
Unknown recipient(s),,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,28,83,83,83,83,83,83,83,83,39,,11,11,14,,3,3,,4,,,,,,,,,,,,3,,,,0,0,,,854
Uruguay,68,3,38,3,1,1,18,19,3,,17,0,,0,2,8,6,,10,12,9,16,24,6,5,,40,2,,2,10,11,9,,,,,,16,5,5,7,,18,9,,,,12,,,,,,,,,,,,,,,,,,,,417
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,35
Venezuela,,,20,1,13,23,52,135,26,7,86,,32,19,0,,13,4,,7,11,129,111,203,8,78,7,44,55,8,21,59,69,137,28,395,15,,66,1,1,71,,,1,,2,,,20,,5,11,15,,,,,,,,,,,,6,,,2013
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,,,12,,4,,11,,,36
Yugoslavia,,63,374,525,531,334,246,331,112,177,171,61,,,,,,,,,,,,,,3,3,,,,,,,30,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3007
Zimbabwe,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1
Total,1742,4737,6414,8907,5939,6591,8382,8747,9686,7531,6055,6338,5964,8944,12235,11155,8404,7256,8447,11762,9007,11723,10787,12025,12251,16157,15738,14431,14068,9719,10730,13611,14015,13939,11887,10801,11683,12258,11884,11344,10732,12515,14132,13847,11523,11216,10891,14552,15728,11568,7605,5693,4967,5670,6850,6777,7512,7866,6828,6912,8063,9087,9122,7660,9656,10048,10304,12394,673017
