country,city,mean_pm10_ug_per_m3,year,mean_pm2.5_ug_per_m3,year2,city_country
Afghanistan,Mazar-e Sharif,334,2009,68,2009,"Mazar-e Sharif, Afghanistan"
Afghanistan,Kabul,260,2009,86,2009,"Kabul, Afghanistan"
Albania,TIRANA,31,2013,16,2013,"TIRANA, Albania"
Andorra,Escaldes-Engordany,18,2014,11,2014,"Escaldes-Engordany, Andorra"
Argentina,Buenos Aires,26,2015,14,2015,"Buenos Aires, Argentina"
Australia,Geraldton,22,2014,9,2014,"Geraldton, Australia"
Australia,Palmerston,21,2014,9,2014,"Palmerston, Australia"
Australia,Muswellbrook,21,2014,9,2014,"Muswellbrook, Australia"
Australia,Singleton,21,2014,9,2014,"Singleton, Australia"
Australia,Wagga Wagga,20,2014,7,2014,"Wagga Wagga, Australia"
Australia,Moranbah,20,2014,8,2014,"Moranbah, Australia"
Australia,La Trobe Valley,19,2013,9,2014,"La Trobe Valley, Australia"
Australia,Ayr,19,2014,8,2014,"Ayr, Australia"
Australia,Upper Hunter,19,2014,8,2014,"Upper Hunter, Australia"
Australia,Newcastle,19,2014,8,2014,"Newcastle, Australia"
Australia,Collie,19,2014,8,2014,"Collie, Australia"
Australia,Darwin,18,2014,8,2014,"Darwin, Australia"
Australia,"Launceston, Tasmania",18,2013,8,2013,"Launceston, Tasmania, Australia"
Australia,Melbourne,18,2013,7,2014,"Melbourne, Australia"
Australia,Geelong,17,2014,7,2014,"Geelong, Australia"
Australia,Lower Hunter,17,2014,7,2014,"Lower Hunter, Australia"
Australia,Mackay,17,2014,7,2014,"Mackay, Australia"
Australia,Wollongong,17,2014,7,2014,"Wollongong, Australia"
Australia,Busselton,16,2014,7,2014,"Busselton, Australia"
Australia,Perth,16,2014,7,2014,"Perth, Australia"
Australia,Townsville,16,2014,7,2014,"Townsville, Australia"
Australia,Adelaide,16,2014,7,2014,"Adelaide, Australia"
Australia,Sydney,16,2014,7,2014,"Sydney, Australia"
Australia,Whyalla,16,2014,6,2014,"Whyalla, Australia"
Australia,Bunbury,16,2014,7,2014,"Bunbury, Australia"
Australia,Albany,15,2014,6,2014,"Albany, Australia"
Australia,Albury,15,2014,6,2014,"Albury, Australia"
Australia,Canberra,15,2014,6,2014,"Canberra, Australia"
Australia,Brisbane,15,2014,5,2014,"Brisbane, Australia"
Australia,Tamworth,15,2014,6,2014,"Tamworth, Australia"
Australia,Mount Isa,15,2014,6,2014,"Mount Isa, Australia"
Australia,Wyong,15,2014,6,2014,"Wyong, Australia"
Australia,"Devonport, Tasmania",14,2013,6,2013,"Devonport, Tasmania, Australia"
Australia,Bathurst,14,2014,6,2014,"Bathurst, Australia"
Australia,"Hobart, Tasmania",14,2013,6,2013,"Hobart, Tasmania, Australia"
Australia,Gladstone,14,2014,4,2014,"Gladstone, Australia"
Australia,Central Coast,12,2014,5,2014,"Central Coast, Australia"
Austria,KLOSTERNEUBURG,26,2013,19,2013,"KLOSTERNEUBURG, Austria"
Austria,STEYREGG,26,2013,19,2013,"STEYREGG, Austria"
Austria,LINZ,25,2013,17,2013,"LINZ, Austria"
Austria,FüRSTENFELD,25,2013,18,2013,"FüRSTENFELD, Austria"
Austria,WIEN,25,2013,18,2013,"WIEN, Austria"
Austria,WOLFSBERG,25,2013,18,2013,"WOLFSBERG, Austria"
Austria,WEIZ,25,2013,18,2013,"WEIZ, Austria"
Austria,SALZBURG,25,2013,15,2013,"SALZBURG, Austria"
Austria,GRAZ,24,2013,18,2013,"GRAZ, Austria"
Austria,SANKT POELTEN,24,2013,17,2013,"SANKT POELTEN, Austria"
Austria,HALL IN TIROL,24,2013,17,2013,"HALL IN TIROL, Austria"
Austria,HALLEIN,24,2013,17,2013,"HALLEIN, Austria"
Austria,SANKT ANDRä IM LAVANTTAL,24,2013,17,2013,"SANKT ANDRä IM LAVANTTAL, Austria"
Austria,GROSSENZERSDORF,23,2013,17,2013,"GROSSENZERSDORF, Austria"
Austria,BRUCK AN DER MUR,23,2013,17,2013,"BRUCK AN DER MUR, Austria"
Austria,KREMS,23,2013,17,2013,"KREMS, Austria"
Austria,HARTBERG,23,2013,17,2013,"HARTBERG, Austria"
Austria,EISENSTADT,23,2013,18,2013,"EISENSTADT, Austria"
Austria,HIMBERG,23,2013,17,2013,"HIMBERG, Austria"
Austria,SCHWECHAT,23,2013,17,2013,"SCHWECHAT, Austria"
Austria,FELDKIRCH,23,2013,16,2013,"FELDKIRCH, Austria"
Austria,WIENER NEUDORF,23,2013,16,2013,"WIENER NEUDORF, Austria"
Austria,STOCKERAU,23,2013,16,2013,"STOCKERAU, Austria"
Austria,KLAGENFURT,23,2013,13,2013,"KLAGENFURT, Austria"
Austria,WELS,22,2013,17,2013,"WELS, Austria"
Austria,TULLN,22,2013,16,2013,"TULLN, Austria"
Austria,DEUTSCHLANDSBERG,22,2013,16,2013,"DEUTSCHLANDSBERG, Austria"
Austria,SANKT VEIT AN DER GLAN,21,2013,15,2013,"SANKT VEIT AN DER GLAN, Austria"
Austria,TRAISMAIER,21,2013,15,2013,"TRAISMAIER, Austria"
Austria,ZELTWEG,21,2013,15,2013,"ZELTWEG, Austria"
Austria,KNITTELFELD,21,2013,15,2013,"KNITTELFELD, Austria"
Austria,HöCHST,21,2013,15,2013,"HöCHST, Austria"
Austria,VöCKLABRUCK,20,2013,15,2013,"VöCKLABRUCK, Austria"
Austria,Gänserndorf,20,2013,15,2013,"Gänserndorf, Austria"
Austria,MöDLING,20,2013,15,2013,"MöDLING, Austria"
Austria,INNSBRUCK,20,2013,14,2013,"INNSBRUCK, Austria"
Austria,EBENTHAL,20,2013,14,2013,"EBENTHAL, Austria"
Austria,LUSTENAU,20,2013,14,2013,"LUSTENAU, Austria"
Austria,SPITTAL AN DER DRAU,20,2013,14,2013,"SPITTAL AN DER DRAU, Austria"
Austria,SCHWAZ,20,2013,14,2013,"SCHWAZ, Austria"
Austria,KEMATEN,20,2013,14,2013,"KEMATEN, Austria"
Austria,BIEDERMANNSDORF,20,2013,14,2013,"BIEDERMANNSDORF, Austria"
Austria,LIEZEN,20,2013,14,2013,"LIEZEN, Austria"
Austria,WöRGL,20,2013,14,2013,"WöRGL, Austria"
Austria,LIENZ,19,2013,14,2013,"LIENZ, Austria"
Austria,STEYR,19,2013,14,2013,"STEYR, Austria"
Austria,LEOBEN,19,2013,14,2013,"LEOBEN, Austria"
Austria,VILLACH,19,2013,14,2013,"VILLACH, Austria"
Austria,DORNBIRN,19,2013,13,2013,"DORNBIRN, Austria"
Austria,IMST,18,2013,13,2013,"IMST, Austria"
Austria,BAD VöSLAU,18,2013,13,2013,"BAD VöSLAU, Austria"
Austria,WIENER NEUSTADT,17,2013,13,2013,"WIENER NEUSTADT, Austria"
Austria,KAPFENBERG,17,2013,12,2013,"KAPFENBERG, Austria"
Austria,BLUDENZ,17,2013,12,2013,"BLUDENZ, Austria"
Austria,KUFSTEIN,17,2013,12,2013,"KUFSTEIN, Austria"
Austria,MüRZZUSCHLAG,17,2013,12,2013,"MüRZZUSCHLAG, Austria"
Austria,JUDENBURG,17,2013,12,2013,"JUDENBURG, Austria"
Austria,BAD ISCHL,15,2013,11,2013,"BAD ISCHL, Austria"
Austria,ARNOLDSTEIN,14,2013,10,2013,"ARNOLDSTEIN, Austria"
Austria,HEITERWANG,13,2013,9,2013,"HEITERWANG, Austria"
Bahrain,Hamad Town,317,2012,65,2012,"Hamad Town, Bahrain"
Bahrain,Ma'ameer,257,2012,63,2012,"Ma'ameer, Bahrain"
Bahrain,Ras Hayan,250,2012,43,2012,"Ras Hayan, Bahrain"
Bahrain,Nabih Saleh,244,2012,58,2012,"Nabih Saleh, Bahrain"
Bahrain,Hidd,178,2012,41,2012,"Hidd, Bahrain"
Bangladesh,Narayangonj,191,2014,105,2014,"Narayangonj, Bangladesh"
Bangladesh,Sylhet,169,2014,61,2014,"Sylhet, Bangladesh"
Bangladesh,Dhaka,158,2014,89,2014,"Dhaka, Bangladesh"
Bangladesh,Gazipur,154,2014,88,2014,"Gazipur, Bangladesh"
Bangladesh,Barisal,142,2014,85,2014,"Barisal, Bangladesh"
Bangladesh,Chittagong,134,2014,95,2014,"Chittagong, Bangladesh"
Bangladesh,Khulna,108,2014,61,2014,"Khulna, Bangladesh"
Bangladesh,Rajshahi,63,2014,36,2014,"Rajshahi, Bangladesh"
Belgium,ENGIS,30,2013,17,2013,"ENGIS, Belgium"
Belgium,OOSTROZEBEKE,30,2013,20,2013,"OOSTROZEBEKE, Belgium"
Belgium,EVERGEM,30,2013,19,2013,"EVERGEM, Belgium"
Belgium,ZELZATE,30,2013,20,2013,"ZELZATE, Belgium"
Belgium,GENT,29,2013,18,2013,"GENT, Belgium"
Belgium,ZWIJNDRECHT,29,2013,19,2013,"ZWIJNDRECHT, Belgium"
Belgium,ROESELAERE,28,2013,18,2013,"ROESELAERE, Belgium"
Belgium,MONS,27,2013,15,2013,"MONS, Belgium"
Belgium,HOBOKEN,27,2013,18,2013,"HOBOKEN, Belgium"
Belgium,VILVOORDE,27,2013,18,2013,"VILVOORDE, Belgium"
Belgium,MENEN,26,2013,18,2013,"MENEN, Belgium"
Belgium,ANTWERPEN,26,2013,17,2013,"ANTWERPEN, Belgium"
Belgium,ZWEVEGEM,26,2013,17,2013,"ZWEVEGEM, Belgium"
Belgium,HOEVENEN,26,2013,17,2013,"HOEVENEN, Belgium"
Belgium,GENK,26,2013,17,2013,"GENK, Belgium"
Belgium,BERENDRECHT,25,2013,17,2013,"BERENDRECHT, Belgium"
Belgium,BRUSSELS,25,2013,18,2013,"BRUSSELS, Belgium"
Belgium,STEENOKKERZEEL,25,2013,17,2013,"STEENOKKERZEEL, Belgium"
Belgium,DESTELBERGEN,25,2013,16,2013,"DESTELBERGEN, Belgium"
Belgium,BOOM,25,2013,16,2013,"BOOM, Belgium"
Belgium,MECHELEN,24,2013,16,2013,"MECHELEN, Belgium"
Belgium,BRUGGE,24,2013,16,2013,"BRUGGE, Belgium"
Belgium,SERAING,24,2013,15,2013,"SERAING, Belgium"
Belgium,MOERKERKE,23,2013,15,2013,"MOERKERKE, Belgium"
Belgium,HASSELT,23,2013,17,2013,"HASSELT, Belgium"
Belgium,VEURNE,23,2013,15,2013,"VEURNE, Belgium"
Belgium,AARSCHOT,23,2013,15,2013,"AARSCHOT, Belgium"
Belgium,CHARLEROI,22,2013,14,2013,"CHARLEROI, Belgium"
Belgium,LANDEN,22,2013,15,2013,"LANDEN, Belgium"
Belgium,RETIE,22,2013,15,2013,"RETIE, Belgium"
Belgium,DESSEL,22,2013,14,2013,"DESSEL, Belgium"
Belgium,LIEGE,22,2013,14,2013,"LIEGE, Belgium"
Belgium,CHATELET,21,2013,13,2013,"CHATELET, Belgium"
Belgium,TOURNAI,21,2013,14,2013,"TOURNAI, Belgium"
Belgium,HERSTAL,20,2013,13,2013,"HERSTAL, Belgium"
Belgium,CORROY LE GRAND,20,2013,14,2013,"CORROY LE GRAND, Belgium"
Belgium,ANDENNE,18,2013,12,2013,"ANDENNE, Belgium"
Belgium,SOMME-LEUZE,16,2013,11,2013,"SOMME-LEUZE, Belgium"
Belgium,HABAY LA NEUVE,15,2013,10,2013,"HABAY LA NEUVE, Belgium"
Belgium,BERTRIX,14,2013,10,2013,"BERTRIX, Belgium"
Belgium,VIROINVAL,14,2013,10,2013,"VIROINVAL, Belgium"
Belgium,VIELSALM,13,2013,9,2013,"VIELSALM, Belgium"
Belgium,SAINTE-ODE,12,2013,9,2013,"SAINTE-ODE, Belgium"
Bhutan,Thimphu,77,2012,43,2012,"Thimphu, Bhutan"
"Bolivia, Plurinational States of",La Paz,82,2013,44,2013,"La Paz, Bolivia, Plurinational States of"
"Bolivia, Plurinational States of",Cochabamba,59,2014,32,2014,"Cochabamba, Bolivia, Plurinational States of"
Bosnia and Herzegovina,TUZLA,106,2010,64,2010,"TUZLA, Bosnia and Herzegovina"
Bosnia and Herzegovina,SARAJEVO,49,2010,30,2010,"SARAJEVO, Bosnia and Herzegovina"
Brazil,"Santa Gertrudes – Jd. Luciana, INTERIOR DO ESTADO",95,2014,43,2014,"Santa Gertrudes – Jd. Luciana, INTERIOR DO ESTADO, Brazil"
Brazil,"Cubatão, REGIÃO METROPOLITANA DA BAIXADA SANTISTA",68,2014,31,2014,"Cubatão, REGIÃO METROPOLITANA DA BAIXADA SANTISTA, Brazil"
Brazil,"Rio Claro, INTERIOR DO ESTADO",56,2014,25,2014,"Rio Claro, INTERIOR DO ESTADO, Brazil"
Brazil,REGIÃO METROPOLITANA DO RIO DE JANEIRO,48,2014,15,2014,"REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil"
Brazil,"Itaboraí , REGIÃO METROPOLITANA DO RIO DE JANEIRO",46,2014,18,2014,"Itaboraí , REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil"
Brazil,"Catanduva, INTERIOR DO ESTADO",41,2014,18,2014,"Catanduva, INTERIOR DO ESTADO, Brazil"
Brazil,"Limeira – Boa Vista, INTERIOR DO ESTADO",41,2014,18,2014,"Limeira – Boa Vista, INTERIOR DO ESTADO, Brazil"
Brazil,"Paulínia, REGIÃO METROPOLITANA DE CAMPINAS",39,2014,18,2014,"Paulínia, REGIÃO METROPOLITANA DE CAMPINAS, Brazil"
Brazil,Colombo,39,2012,17,2012,"Colombo, Brazil"
Brazil,"Santos, REGIÃO METROPOLITANA DA BAIXADA SANTISTA",39,2014,18,2014,"Santos, REGIÃO METROPOLITANA DA BAIXADA SANTISTA, Brazil"
Brazil,"São José do Rio Preto, INTERIOR DO ESTADO",39,2014,16,2014,"São José do Rio Preto, INTERIOR DO ESTADO, Brazil"
Brazil,"Sorocaba, REGIÃO METROPOLITANA DE SOROCABA",39,2014,17,2014,"Sorocaba, REGIÃO METROPOLITANA DE SOROCABA, Brazil"
Brazil,"Cordeirópolis – Módolo, INTERIOR DO ESTADO",38,2014,17,2014,"Cordeirópolis – Módolo, INTERIOR DO ESTADO, Brazil"
Brazil,"Jaboticabal, INTERIOR DO ESTADO",38,2014,17,2014,"Jaboticabal, INTERIOR DO ESTADO, Brazil"
Brazil,"Piracicaba, INTERIOR DO ESTADO",38,2014,15,2014,"Piracicaba, INTERIOR DO ESTADO, Brazil"
Brazil,"Americana, REGIÃO METROPOLITANA DE CAMPINAS",36,2014,16,2014,"Americana, REGIÃO METROPOLITANA DE CAMPINAS, Brazil"
Brazil,REGIÃO METROPOLITANA DE SÃO PAULO,35,2014,18,2014,"REGIÃO METROPOLITANA DE SÃO PAULO, Brazil"
Brazil,"Campinas, REGIÃO METROPOLITANA DE CAMPINAS",35,2014,16,2014,"Campinas, REGIÃO METROPOLITANA DE CAMPINAS, Brazil"
Brazil,"Araçatuba, INTERIOR DO ESTADO",34,2014,15,2014,"Araçatuba, INTERIOR DO ESTADO, Brazil"
Brazil,"Araraquara, INTERIOR DO ESTADO",34,2014,15,2014,"Araraquara, INTERIOR DO ESTADO, Brazil"
Brazil,"Japeri, REGIÃO METROPOLITANA DO RIO DE JANEIRO",33,2014,15,2014,"Japeri, REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil"
Brazil,"Volta Redonda, REGIÃO DO MÉDIO PARAÍBA",33,2014,14,2014,"Volta Redonda, REGIÃO DO MÉDIO PARAÍBA, Brazil"
Brazil,Araucária,31,2012,14,2012,"Araucária, Brazil"
Brazil,"Seropédica, REGIÃO METROPOLITANA DO RIO DE JANEIRO",31,2014,15,2014,"Seropédica, REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil"
Brazil,"Itaguaí, REGIÃO METROPOLITANA DO RIO DE JANEIRO",30,2014,13,2014,"Itaguaí, REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil"
Brazil,"Jundiaí, INTERIOR DO ESTADO",30,2014,13,2014,"Jundiaí, INTERIOR DO ESTADO, Brazil"
Brazil,"São José dos Campos, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE",30,2014,13,2014,"São José dos Campos, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE, Brazil"
Brazil,"Bauru, INTERIOR DO ESTADO",29,2014,13,2014,"Bauru, INTERIOR DO ESTADO, Brazil"
Brazil,"Canoas, REGIÃO METROPOLITANA DE PORTO ALEGRE",29,2014,13,2014,"Canoas, REGIÃO METROPOLITANA DE PORTO ALEGRE, Brazil"
Brazil,"Charqueadas, REGIÃO METROPOLITANA DE PORTO ALEGRE",29,2014,13,2014,"Charqueadas, REGIÃO METROPOLITANA DE PORTO ALEGRE, Brazil"
Brazil,"Resende, REGIÃO DO MÉDIO PARAÍBA",29,2014,13,2014,"Resende, REGIÃO DO MÉDIO PARAÍBA, Brazil"
Brazil,"Barra Mansa, REGIÃO DO MÉDIO PARAÍBA",27,2014,12,2014,"Barra Mansa, REGIÃO DO MÉDIO PARAÍBA, Brazil"
Brazil,"Quatis, REGIÃO DO MÉDIO PARAÍBA",27,2014,12,2014,"Quatis, REGIÃO DO MÉDIO PARAÍBA, Brazil"
Brazil,"Campos, REGIÃO DO NORTE FLUMINENSE",26,2014,12,2014,"Campos, REGIÃO DO NORTE FLUMINENSE, Brazil"
Brazil,"Jacarei, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE",25,2014,11,2014,"Jacarei, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE, Brazil"
Brazil,"Jaú, INTERIOR DO ESTADO",25,2014,11,2014,"Jaú, INTERIOR DO ESTADO, Brazil"
Brazil,Curitiba,24,2012,11,2012,"Curitiba, Brazil"
Brazil,"Tatuí, REGIÃO METROPOLITANA DE SOROCABA",24,2014,10,2014,"Tatuí, REGIÃO METROPOLITANA DE SOROCABA, Brazil"
Brazil,"Marília, INTERIOR DO ESTADO",22,2014,10,2014,"Marília, INTERIOR DO ESTADO, Brazil"
Brazil,"Presidente Prudente, INTERIOR DO ESTADO",21,2014,9,2014,"Presidente Prudente, INTERIOR DO ESTADO, Brazil"
Brazil,"Cantagalo - Euclidelândia, REGIÃO SUL",20,2014,9,2014,"Cantagalo - Euclidelândia, REGIÃO SUL, Brazil"
Brazil,"Malembá, REGIÃO METROPOLITANA DE SALVADOR",18,2014,8,2014,"Malembá, REGIÃO METROPOLITANA DE SALVADOR, Brazil"
Brazil,"Porto Real, REGIÃO DO MÉDIO PARAÍBA",17,2014,7,2014,"Porto Real, REGIÃO DO MÉDIO PARAÍBA, Brazil"
Brazil,"Gravataí, REGIÃO METROPOLITANA DE PORTO ALEGRE",16,2014,7,2014,"Gravataí, REGIÃO METROPOLITANA DE PORTO ALEGRE, Brazil"
Brazil,"Madre de Deus, REGIÃO METROPOLITANA DE SALVADOR",12,2014,5,2014,"Madre de Deus, REGIÃO METROPOLITANA DE SALVADOR, Brazil"
Bulgaria,Dimitrovgad,59,2013,42,2013,"Dimitrovgad, Bulgaria"
Bulgaria,Plovdiv,59,2013,34,2013,"Plovdiv, Bulgaria"
Bulgaria,Dolny Voden,53,2013,38,2013,"Dolny Voden, Bulgaria"
Bulgaria,MONTANA,52,2013,37,2013,"MONTANA, Bulgaria"
Bulgaria,Varna,51,2013,36,2013,"Varna, Bulgaria"
Bulgaria,Ruse,46,2013,33,2013,"Ruse, Bulgaria"
Bulgaria,Pernik,46,2013,31,2013,"Pernik, Bulgaria"
Bulgaria,HASKOVO,46,2013,32,2013,"HASKOVO, Bulgaria"
Bulgaria,Pazarjik,45,2013,32,2013,"Pazarjik, Bulgaria"
Bulgaria,Sofia,43,2013,21,2013,"Sofia, Bulgaria"
Bulgaria,Smolian,43,2013,30,2013,"Smolian, Bulgaria"
Bulgaria,GORNA ORIAHOVICA,43,2013,30,2013,"GORNA ORIAHOVICA, Bulgaria"
Bulgaria,Stara Zagora,41,2013,13,2013,"Stara Zagora, Bulgaria"
Bulgaria,Pleven,41,2013,29,2013,"Pleven, Bulgaria"
Bulgaria,Veliko Tarnovo,40,2013,25,2013,"Veliko Tarnovo, Bulgaria"
Bulgaria,Kardjaly,39,2013,28,2013,"Kardjaly, Bulgaria"
Bulgaria,SLIVEN,39,2013,28,2013,"SLIVEN, Bulgaria"
Bulgaria,LOVECH,38,2013,27,2013,"LOVECH, Bulgaria"
Bulgaria,Vratza,38,2013,27,2013,"Vratza, Bulgaria"
Bulgaria,BLAGOEVGRAD,38,2013,27,2013,"BLAGOEVGRAD, Bulgaria"
Bulgaria,Shumen,38,2013,27,2013,"Shumen, Bulgaria"
Bulgaria,Pirdop,35,2013,25,2013,"Pirdop, Bulgaria"
Bulgaria,Burgas,35,2013,25,2013,"Burgas, Bulgaria"
Bulgaria,Galabovo,35,2013,25,2013,"Galabovo, Bulgaria"
Bulgaria,Devnia,27,2013,19,2013,"Devnia, Bulgaria"
Cameroon,Bamenda,141,2012,132,2012,"Bamenda, Cameroon"
Cameroon,Bafoussam,105,2012,67,2012,"Bafoussam, Cameroon"
Cameroon,Yaoudé,65,2012,49,2012,"Yaoudé, Cameroon"
Canada,COURTENAY,29,2013,17,2013,"COURTENAY, Canada"
Canada,REGINA,25,2013,14,2013,"REGINA, Canada"
Canada,VANDERHOOF,21,2013,12,2013,"VANDERHOOF, Canada"
Canada,TROIS-RIVIERES,19,2013,11,2013,"TROIS-RIVIERES, Canada"
Canada,FORT ST. JOHN,18,2013,10,2013,"FORT ST. JOHN, Canada"
Canada,QUEBEC,18,2013,9,2013,"QUEBEC, Canada"
Canada,LEMIEUX,17,2013,10,2013,"LEMIEUX, Canada"
Canada,BRUDERHEIM,17,2013,9,2013,"BRUDERHEIM, Canada"
Canada,WINDSOR,17,2013,9,2013,"WINDSOR, Canada"
Canada,WINNIPEG,17,2013,6,2013,"WINNIPEG, Canada"
Canada,HAMILTON,16,2013,9,2013,"HAMILTON, Canada"
Canada,HOUSTON,16,2013,9,2013,"HOUSTON, Canada"
Canada,SASKATOON,16,2013,9,2013,"SASKATOON, Canada"
Canada,BURLINGTON,15,2013,9,2013,"BURLINGTON, Canada"
Canada,DUNCAN,15,2013,9,2013,"DUNCAN, Canada"
Canada,GATINEAU,15,2013,9,2013,"GATINEAU, Canada"
Canada,KAMLOOPS,15,2013,9,2013,"KAMLOOPS, Canada"
Canada,LAVAL,15,2013,9,2013,"LAVAL, Canada"
Canada,LONDON,15,2013,9,2013,"LONDON, Canada"
Canada,SAINT-SIMON,15,2013,9,2013,"SAINT-SIMON, Canada"
Canada,VARENNES,15,2013,9,2013,"VARENNES, Canada"
Canada,MONTREAL,15,2013,10,2013,"MONTREAL, Canada"
Canada,PRINCE GEORGE,15,2013,8,2013,"PRINCE GEORGE, Canada"
Canada,QUESNEL,15,2013,8,2013,"QUESNEL, Canada"
Canada,TERRACE,15,2013,8,2013,"TERRACE, Canada"
Canada,WILLIAMS LAKE,15,2013,8,2013,"WILLIAMS LAKE, Canada"
Canada,KITCHENER,14,2013,8,2013,"KITCHENER, Canada"
Canada,LONGUEUIL,14,2013,8,2013,"LONGUEUIL, Canada"
Canada,EDMONTON,14,2013,7,2013,"EDMONTON, Canada"
Canada,TORONTO,14,2013,8,2013,"TORONTO, Canada"
Canada,BEAVERLODGE,14,2013,8,2013,"BEAVERLODGE, Canada"
Canada,BRAMPTON,14,2013,8,2013,"BRAMPTON, Canada"
Canada,BRANTFORD,14,2013,8,2013,"BRANTFORD, Canada"
Canada,CHARETTE,14,2013,8,2013,"CHARETTE, Canada"
Canada,CHATHAM,14,2013,8,2013,"CHATHAM, Canada"
Canada,COLD LAKE,14,2013,8,2013,"COLD LAKE, Canada"
Canada,CORNWALL,14,2013,8,2013,"CORNWALL, Canada"
Canada,GUELPH,14,2013,8,2013,"GUELPH, Canada"
Canada,MISSISSAUGA,14,2013,8,2013,"MISSISSAUGA, Canada"
Canada,OAKVILLE,14,2013,8,2013,"OAKVILLE, Canada"
Canada,PORT ALBERNI,14,2013,8,2013,"PORT ALBERNI, Canada"
Canada,SAINT-ZEPHIRIN-DE-COURVAL,14,2013,8,2013,"SAINT-ZEPHIRIN-DE-COURVAL, Canada"
Canada,SARNIA,14,2013,8,2013,"SARNIA, Canada"
Canada,SHERBROOKE,14,2013,8,2013,"SHERBROOKE, Canada"
Canada,SIMCOE,14,2013,8,2013,"SIMCOE, Canada"
Canada,ST. CATHARINES,14,2013,8,2013,"ST. CATHARINES, Canada"
Canada,BRANDON,14,2013,6,2013,"BRANDON, Canada"
Canada,VICTORIA,13,2013,7,2013,"VICTORIA, Canada"
Canada,CASTLEGAR,13,2013,7,2013,"CASTLEGAR, Canada"
Canada,FLIN FLON,13,2013,5,2013,"FLIN FLON, Canada"
Canada,NELSON,13,2013,7,2013,"NELSON, Canada"
Canada,BARRIE,12,2013,7,2013,"BARRIE, Canada"
Canada,BATHURST,12,2013,7,2013,"BATHURST, Canada"
Canada,BELLEVILLE,12,2013,7,2013,"BELLEVILLE, Canada"
Canada,DARTMOUTH,12,2013,7,2013,"DARTMOUTH, Canada"
Canada,DESCHAMBAULT,12,2013,7,2013,"DESCHAMBAULT, Canada"
Canada,FORT SASKATCHEWAN,12,2013,7,2013,"FORT SASKATCHEWAN, Canada"
Canada,GRAND BEND,12,2013,7,2013,"GRAND BEND, Canada"
Canada,LAMONT,12,2013,7,2013,"LAMONT, Canada"
Canada,MORRISBURG,12,2013,7,2013,"MORRISBURG, Canada"
Canada,NEWMARKET,12,2013,7,2013,"NEWMARKET, Canada"
Canada,OSHAWA,12,2013,7,2013,"OSHAWA, Canada"
Canada,PETERBOROUGH,12,2013,7,2013,"PETERBOROUGH, Canada"
Canada,PICTOU,12,2013,7,2013,"PICTOU, Canada"
Canada,PORT STANLEY,12,2013,7,2013,"PORT STANLEY, Canada"
Canada,RICHMOND,12,2013,7,2013,"RICHMOND, Canada"
Canada,ROUYN-NORANDA,12,2013,7,2013,"ROUYN-NORANDA, Canada"
Canada,SAINT-JEAN-SUR-RICHELIEU,12,2013,7,2013,"SAINT-JEAN-SUR-RICHELIEU, Canada"
Canada,ST. ANDREWS,12,2013,7,2013,"ST. ANDREWS, Canada"
Canada,SURREY,12,2013,7,2013,"SURREY, Canada"
Canada,TINGWICK,12,2013,7,2013,"TINGWICK, Canada"
Canada,VANCOUVER,12,2013,7,2013,"VANCOUVER, Canada"
Canada,ABBOTSFORD,12,2013,7,2013,"ABBOTSFORD, Canada"
Canada,CHILLIWACK,12,2013,6,2013,"CHILLIWACK, Canada"
Canada,THOMSON,12,2013,4,2013,"THOMSON, Canada"
Canada,HALIFAX,11,2013,5,2013,"HALIFAX, Canada"
Canada,FORT MCMURRAY,11,2013,6,2013,"FORT MCMURRAY, Canada"
Canada,LANGLEY,11,2013,6,2013,"LANGLEY, Canada"
Canada,OTTAWA,11,2013,7,2013,"OTTAWA, Canada"
Canada,PORT MOODY,11,2013,6,2013,"PORT MOODY, Canada"
Canada,YELLOWKNIFE,11,2013,6,2013,"YELLOWKNIFE, Canada"
Canada,CALGARY,10,2013,8,2013,"CALGARY, Canada"
Canada,CORNER BROOK,10,2013,6,2013,"CORNER BROOK, Canada"
Canada,DELTA,10,2013,6,2013,"DELTA, Canada"
Canada,FORT MACKAY,10,2013,6,2013,"FORT MACKAY, Canada"
Canada,GRANDE PRAIRIE,10,2013,6,2013,"GRANDE PRAIRIE, Canada"
Canada,KINGSTON,10,2013,6,2013,"KINGSTON, Canada"
Canada,MONCTON,10,2013,6,2013,"MONCTON, Canada"
Canada,MOUNT PEARL,10,2013,6,2013,"MOUNT PEARL, Canada"
Canada,PARRY SOUND,10,2013,6,2013,"PARRY SOUND, Canada"
Canada,PORT HAWKESBURY,10,2013,6,2013,"PORT HAWKESBURY, Canada"
Canada,SAGUENAY,10,2013,6,2013,"SAGUENAY, Canada"
